url,price,name
https://amzn.in/d/4eJz5ta,500,Product
https://amzn.in/d/4eJz5ta,13000,Product
https://amzn.in/d/4eJz5ta,13333,Product
https://amzn.in/d/cjHy1kH,6368,Product
https://amzn.in/d/cjHy1kH,13000,Product
https://amzn.in/d/cjHy1kH,13333,Product
https://amzn.in/d/0KO49hi,2000,Product
